id,avatar,posts,followers,likes,engagement_rate
29223,smalens,359,56.9K,359,0.5
29224,filtrosparastory,611,56.9K,611,0.5
29225,rafaelgarcez_atorediretor,254,56.9K,254,0.1
29226,tennisclash,82,56.9K,82,0.6
29227,wuchubhaaya,1.7K,56.9K,1.68K,4.5
29228,mazen.boutmedjet,233,56.9K,233,2.1
29229,cypography.co.uk,3.6K,56.9K,3.64K,0.2
29230,everything_imaginable_,8.4K,56.9K,8.45K,1.6
29231,joluehmann,1.2K,56.9K,1.19K,4
29232,drs__official,455,56.9K,455,4.8
29233,refugecompany,198,56.9K,198,0.6
29234,anne_marivin,264,56.9K,264,3.2
29235,official_everglow,1.2K,2.5M,1.19K,6.9
29236,nigerianwedding,33K,2.5M,32.97K,0.1
29237,basic,4K,2.5M,4.03K,0.2
29238,real_aditya1,648,2.5M,648,2.1
29239,dhruv.vikram,53,2.5M,53,13.8
29240,angelalee87,1.9K,2.5M,1.87K,1
29241,makanterusss,15.3K,2.5M,15.27K,0.6
29242,ttt_official,20K,2.5M,20.02K,0.7
29243,takashipom,8.5K,2.5M,8.54K,1.3
29244,thehala,2.1K,2.5M,2.08K,0.7
29245,snejanaonopka15,1.1K,2.5M,1.06K,0.5
29246,vogueliving,3.5K,2.5M,3.55K,0.5
29247,caglarertugrul,165,2.5M,165,11
29248,gorillaz,1.1K,4.2M,1.08K,2.2
29249,bravoandy,2.8K,4.2M,2.83K,3.2
29250,nikkarimi,1K,4.2M,0.99K,1.7
29251,misantosoficial,3.6K,4.2M,3.56K,1.1
29252,kristincavallari,1.3K,4.2M,1.31K,1.9
29253,jaguar_india,1.2K,4.2M,1.16K,0.1
29254,couplegoals,4.3K,4.2M,4.27K,0.9
29255,mominamustehsan,1.2K,4.2M,1.23K,4
29256,sarahandersencomics,598,4.2M,598,5.6
29257,kh_m_arifin_ilham,776,1.3M,776,1
29258,bts.0ffcial,5.4K,1.3M,5.36K,4.7
29259,eva.stories,27,1.3M,27,4.6
29260,bindass_kavya,1.3K,1.3M,1.27K,3.3
29261,namshi,6.7K,1.3M,6.70K,0.1
29262,spasciences,4.8K,1.3M,4.78K,0.1
29263,dancegodlloyd,783,1.3M,783,1.2
29264,joeybangkokboy,1.6K,1.3M,1.60K,1.4
29265,lucywatson,3.8K,1.3M,3.77K,0.6
29266,thepatriciabright,2K,1.3M,1.96K,4.1
29267,joclive,5.6K,1.3M,5.62K,0.1
29268,realtreeoutdoors,3.4K,1.3M,3.38K,0.5
29269,exile_atsushi_official,194,1.3M,194,8.3
29270,irisvanherpen,1.3K,1.3M,1.26K,4
29271,pupflix,6.3K,1.3M,1,0
29272,gunfreaks,6.2K,1.3M,6.21K,0.3
29273,boriskodjoe,1.3K,1.3M,1.30K,1.7
29274,akabnet,25,1.3M,25,17.2
29275,michiyo_ho,2.5K,1.3M,2.46K,4
29276,arilenaaraa,748,1.3M,748,1
29277,thelovemagazine,5.8K,1.3M,5.83K,0.2
29278,thecontainerstore,2.5K,1.3M,2.53K,0.4
29279,symonneharrison,686,1.3M,686,4.2
29280,nasajpl,1.7K,1.3M,1.72K,1.3
29281,ohmydisney,5K,1.3M,5.02K,0.5
29282,carringtondurham,1.4K,1.3M,1.43K,4.5
29283,artforum,5.7K,1.3M,5.68K,0.1
29284,akiphotography_07,1.3K,1.3M,1.29K,3.6
29285,princesasfashionoficial,18.6K,1.3M,18.60K,0.1
29286,fashion_laerta,708,1.3M,708,1.8
29287,hziyech,219,6.3M,219,5.6
29288,_pequenalo,1K,3.3M,0.96K,8.1
29289,cartoonnetworkofficial,4.7K,3.3M,4.68K,0.5
29290,maurahiggins,1.3K,3.3M,1.28K,5.7
29291,missbuscemi,1.2K,3.3M,1.21K,2.1
29292,therealfouz,2.5K,3.3M,2.52K,2.3
29293,anita_kumawat_annu,2.6K,3.3M,2.61K,0.2
29294,marcellasne_,0.9K,3.3M,0.95K,5.7
29295,babimu,0.9K,3.3M,0.92K,0.4
29296,naymirdad,1.4K,3.3M,1.40K,0.7
29297,sarya12,1.6K,5.2M,1.61K,6.1
29298,d_ospina1,431,5.2M,431,1.4
29299,kellyclarkson,1K,5.2M,1.01K,0.5
29300,tseries.official,16.9K,5.2M,16.86K,0.2
29301,arijitsingh,78,5.2M,78,4.8
29302,genhalilintar,1.6K,5.2M,1.63K,1.4
29303,vivyyusof,11K,1.8M,10.97K,0.9
29304,hanindhiyaatys,132,1.8M,132,1.5
29305,tatjanasaphira,1.1K,1.8M,1.07K,1.7
29306,laurenxburch,327,1.8M,327,5.4
29307,kalidas_jayaram,540,1.8M,540,7.3
29308,entrenamientocasero,3.4K,1.8M,3.40K,0.4
29309,thaniaputrionsu,355,1.8M,355,4.7
29310,janeoineza,1.7K,1.8M,1.72K,1.1
29311,fbi,626,1.8M,626,1.9
29312,laughingcolours,32.8K,1.8M,32.84K,0.4
29313,simioni,14.6K,1.8M,14.57K,2.4
29314,evachen212,10.4K,1.8M,10.43K,1.5
29315,ringgoagus,2.7K,1.8M,2.69K,1.6
29316,keithpowers,378,1.8M,378,12.5
29317,glitter.slimes,2.6K,1.8M,2.65K,0.3
29318,b3nm,232,1.8M,232,14.2
29319,gianvitorossi,2.5K,1.8M,2.47K,0.1
29320,peterandre,2.9K,1.8M,2.92K,0.7
29321,aishwaryarajessh,315,1.8M,315,6.2
29322,lorena,0.9K,1.8M,0.94K,2.9
29323,lyjonaitis,4.6K,794.9K,4.61K,1.2
29324,carol,2K,794.8K,2.04K,1.1
29325,vanturiulia,2.3K,794.8K,2.30K,0.4
29326,goducks,1.8K,794.7K,1.80K,1.7
29327,imezramiller,293,794.6K,293,20
29328,beautiful_moda_official,2K,794.5K,2.02K,0.9
29329,ca,2.4K,794.3K,2.35K,0.1
29330,petalandpup,10K,794.3K,9.98K,0.1
29331,gnomgnomych,2.7K,794.3K,2.70K,1.6
29332,juanavalentina,719,794.2K,719,2.3
29333,astral_facts,21.5K,794.2K,21.55K,1.1
29334,jfla,350,794.1K,350,5.9
29335,caro_prat,2.5K,794K,2.54K,0.5
29336,jonnalundell,2K,793.9K,2.05K,4.4
29337,gamaliiy,1K,793.8K,1.02K,3.8
29338,memescristianos,22K,793.8K,21.98K,0.5
29339,mihomein,1.4K,793.7K,1.45K,0.1
29340,adityaspratama,521,793.6K,521,1
29341,tmcpoldametro,21.9K,793.6K,21.91K,0.1
29342,chriscornellofficial,1K,793.6K,1.01K,2.8
29343,asmithamakeoverartistry,4K,793.5K,4K,2.2
29344,shayansiddiqui,1.7K,793.5K,1.67K,0.8
29345,pustovit,848,793.3K,848,4.7
29346,andrew.white._,1.2K,793.3K,1.24K,3.7
29347,nikitaupadhyay,1K,793.3K,1.02K,0.7
29348,sheruaangrishofficial,2.3K,793.3K,2.29K,1.2
29349,drewbinsky,2.5K,793.2K,2.51K,2.7
29350,folukedaramolasalako,165,793.2K,165,0.2
29351,chuckliddell,1.3K,793.1K,1.30K,0.3
29352,soyandreatv,2.1K,793.1K,2.14K,3
29353,hellomolly,10.8K,793K,10.83K,0.3
29354,thechrisdo,1K,793K,1K,2.6
29355,thefoodietakesflight,1.3K,792.9K,1.31K,1.9
29356,thereallacey,1.4K,792.9K,1.42K,2.7
29357,ainabarara_yuriza,258,792.8K,258,2.7
29358,ui_gradient,1.7K,792.8K,1.69K,0.7
29359,mcmworldwide,214,792.7K,214,0.3
29360,kjsmeby,1.3K,792.7K,1.35K,1.1
29361,culturewithcoco,1K,792.7K,1.03K,1.1
29362,fumaratto,1.1K,792.7K,1.06K,0.8
29363,noticiaaldia,44.6K,792.6K,44.65K,0.3
29364,wendyyyking,9,792.6K,9,7.5
29365,betopasillas,835,792.5K,835,3.4
29366,charlyontv,1.5K,792.5K,1.54K,4.7
29367,filip_chajzer,2.3K,792.2K,2.27K,0.7
29368,nadaobangkok,5.7K,792.1K,5.70K,1.5
29369,grupofirme,0.9K,4.2M,0.91K,2.1
29370,queendarleen_,2.1K,4.2M,2.11K,0.4
29371,aawww_cute,7.4K,4.2M,7.40K,0.1
29372,evanpeters,12,4.2M,12,12.8
29373,karinapeloinutricionista,3.2K,4.2M,3.25K,0.4
29374,mcdonalds,238,4.2M,238,4.1
29375,tattooinkspiration,3.4K,4.2M,3.45K,0.5
29376,kedarnath_swarg,252,61K,252,8
29377,mitzitup,2K,61K,2.02K,0.5
29378,royalsnappingartists,14.7K,61K,14.66K,0.4
29379,dreamer,57,61K,57,12.2
29380,princy_nishu_,896,61K,896,2
29381,shaffikofficial,1.3K,61K,1.25K,1.2
29382,dreamdiariesindia,3.1K,61K,3.07K,1.1
29383,bloatedandalone4evr1993,3.8K,61K,3.78K,1.3
29384,wimpykidpeoms,2.8K,61K,2.81K,0.9
29385,deon.angkasa,3.8K,61K,3.80K,0.4
29386,eborghicom,3.5K,61K,3.49K,1.4
29387,teenworldmodel,876,61K,876,0.1
29388,ragdoll_la,3.9K,61K,3.93K,0.3
29389,ethiopian__beauties,1K,61K,1.03K,1.1
29390,samsungsg,2K,61K,2.01K,0.3
29391,pequeayuda,0.9K,61K,0.91K,0.1
29392,apnamlsu,4.2K,61K,1,1.3
29393,debnathamrita.amy,343,61K,343,2.4
29394,_reveboutique,2.2K,61K,2.16K,0.2
29395,chrisriceny,2.6K,61K,2.59K,8.2
29396,kayla_medy,228,61K,228,1.7
29397,iwanekkk,76,61K,76,37.6
29398,berthelsenjulie,2.5K,61K,2.46K,2.3
29399,gmp3,3.6K,61K,3.59K,3
29400,heidikleinswim,2.1K,61K,2.10K,0.2
29401,tulia_zanzibar,308,61K,308,1.2
29402,warkari_,886,61K,886,5.1
29403,harlemtoilegirl,4.3K,61K,4.30K,1.8
29404,the_ladylove,351,61K,351,1.5
29405,joshidaniel,2.5K,61K,2.49K,4.1
29406,indira,573,61K,573,10.3
29407,dizmoapailiso,359,61K,359,1.8
29408,sledneckdan,2K,61K,1.99K,1.7
29409,officialafriyieacquah,27,61K,27,3.7
29410,jcsmooth_com,514,60.9K,514,1.9
29411,elintocable47,1.9K,60.9K,1.86K,2.4
29412,themawilliams,580,60.9K,580,3.7
29413,momi_love_mokshbaby_official,139,60.9K,139,0.3
29414,comu_racing,13.3K,60.9K,13.27K,1.1
29415,hedonism_wines,854,60.9K,854,0.6
29416,womanshopsworld,5.9K,60.9K,5.93K,0.2
29417,annimarikk,1K,60.9K,1.03K,6.1
29418,videmusomnia,1.5K,60.9K,1.52K,1.5
29419,shekh4n,2.1K,60.9K,2.09K,0.2
29420,_p_r_d_official_,615,60.9K,615,2.8
29421,_renjitha.rajan,411,60.9K,1,0
29422,bigbearchoppers,2.4K,60.9K,2.38K,1.3
29423,penerbitkpg,7.9K,60.9K,7.91K,0.1
29424,iam_pyb,548,60.9K,548,3.8
29425,club_390,1.7K,60.9K,1.69K,2.4
29426,superchips_official,1.9K,60.9K,1.87K,0.3
29427,fuarkok,2.3K,60.9K,2.32K,1.1
29428,hamburgahoi,2.1K,60.9K,2.15K,2
29429,electronics_world5,1.6K,60.9K,1.63K,1
29430,architecturefactory,1.5K,60.9K,1.49K,0.5
29431,jamescgates,173,60.9K,173,1.2
29432,90s__tamil_songs,372,60.9K,372,1.1
29433,nicettebruno,178,60.9K,178,18.1
29434,nate_setto,256,60.9K,256,1
29435,david_terans,78,60.9K,78,12.8
29436,studiofixbyalexcarbonell,10.6K,60.9K,10.64K,0.1
29437,lauren_damelio,475,60.9K,475,5.1
29438,fedfranceski,1.4K,60.9K,1.43K,8.5
29439,louiseereid,704,60.9K,704,5.9
29440,nitasaputryy,93,60.9K,93,1.5
29441,the_mirror_of_our_souls,4.9K,60.9K,4.86K,3.7
29442,djnimrod,1K,60.9K,1.03K,0.6
29443,perkyshoes,3.7K,60.9K,1,0.6
29444,neonrated,1.1K,60.9K,1.09K,2.7
29445,cr7_sports_kro,202,60.9K,202,1
29446,keepitstylish_by_ammu,767,60.9K,767,3.8
29447,dartmoor_bikes,1.7K,60.9K,1.71K,3
29448,imaginationlibrary,1.6K,60.9K,1.60K,0.3
29449,thebearcubclub,1.9K,60.9K,1.94K,1.1
29450,cantabilindia,2.4K,60.9K,2.39K,0.5
29451,thesilenttalkshindi,2.2K,60.9K,2.19K,2.3
29452,pierrerene_professional,2.6K,60.9K,2.57K,0.6
29453,maharashtrian_saree_store,2.4K,60.9K,2.41K,0.4
29454,belivaldochagas,3K,60.9K,3K,2
29455,nakopoulouvaso,675,60.9K,675,4.1
29456,the_ht78,0.9K,60.9K,0.92K,2.3
29457,doroty_shoes,1.8K,60.9K,1.82K,0.5
29458,flyguncz,72,60.9K,72,16.5
29459,evan.s.h,125,60.9K,125,1.7
29460,aniawrobel,292,60.9K,292,4.2
29461,leilahadiouicollection,575,60.9K,575,0.5
29462,abk90x,33,60.9K,33,1.7
29463,savanabeachwear,1.8K,60.9K,1,0.1
29464,ludivinesagnier,160,60.9K,160,4.1
29465,kornev_official,440,60.9K,440,1.4
29466,royal_punjabi_jodiyan,1.2K,60.9K,1.25K,0.9
29467,citroen_india,297,60.9K,297,3
29468,insidetool,1.3K,60.9K,1.29K,8.2
29469,meowstagram,1.1K,60.9K,1.15K,1.4
29470,lifewithtuyen,69,60.9K,69,16.8
29471,babyrosemusic,299,60.9K,299,7.8
29472,doniaramyy,1.1K,60.9K,1.08K,0.9
29473,veermotani,227,60.9K,227,0.6
29474,prajaktamalifan,1.6K,60.9K,1.60K,2.9
29475,kashish.sachdeva09,291,60.9K,291,2.3
29476,oficialhassam,49,2.5M,49,1.5
29477,aishu__,1.1K,2.5M,1.15K,5.8
29478,fullsend,4K,2.5M,1,0
29479,carmellarose,1.2K,2.5M,1.20K,2.5
29480,doreenkabareebe,533,2.5M,533,0.5
29481,rawaa_beauty,728,2.5M,728,1.5
29482,carolineflack,3.9K,2.5M,3.85K,6.3
29483,monjacoen,1.6K,2.5M,1.61K,0.4
29484,unesco,2.3K,2.5M,2.29K,0.5
29485,bella_shmurda,48,2.5M,48,3.1
29486,thelonelyisland,471,2.5M,471,7.1
29487,utvghana,31.3K,2.5M,31.27K,0.1
29488,nasagoddard,1.8K,2.5M,1.76K,0.6
29489,anapaulasaenzoficialgm,866,2.5M,866,2.2
29490,chunkz,136,2.5M,136,12.2
29491,ellakarberg,1.6K,216K,1.64K,3.9
29492,gbenroajibade,2.3K,216K,2.31K,0.7
29493,djupsidedown,112,215.9K,112,1.2
29494,ezurinkhyra,2K,215.9K,1.96K,2.6
29495,jamaahustadzabdulsomad,3.1K,215.9K,3.10K,0.6
29496,bapaubaim,10.7K,215.9K,10.68K,0
29497,vinesartistsph,891,215.9K,891,0.1
29498,ali471,28,215.9K,28,9.9
29499,kristinazias,3.8K,215.9K,3.76K,1.8
29500,grupopandora,2K,215.9K,1.99K,2.3
29501,prf_ensino,1.5K,215.9K,1.53K,1.7
29502,_jyap_,311,215.9K,311,1.9
29503,xeniar6,0.9K,215.9K,0.93K,6.7
29504,roshini_singer,604,215.9K,604,5.2
29505,mishkat1711,399,215.9K,399,4.3
29506,butternutbakery,1K,215.9K,0.96K,2.2
29507,redbullcliffdiving,3.3K,215.9K,3.25K,1.2
29508,cleokinnaman,876,215.8K,876,1.9
29509,naomieharris,735,215.8K,735,3
29510,alfonsoboada,452,215.8K,452,9.2
29511,singhjaijeet_4,326,215.8K,326,8.5
29512,officialpetalatino,3.2K,215.8K,3.17K,1.7
29513,jenny_watwood,283,215.8K,283,1.4
29514,nazirita_habibova,287,215.8K,287,4.3
29515,rengganis_basic,1.3K,215.8K,1.33K,0.4
29516,suraj_creation4k_,437,215.8K,437,1.1
29517,simplybeuk,7.1K,215.8K,7.12K,0.1
29518,dr.taghreed79,143,215.8K,143,2.2
29519,eloycasagrande,1.5K,215.8K,1.51K,3.5
29520,bostonglobe,7.6K,215.8K,7.59K,0.5
29521,sevamusicofficial,3.5K,215.7K,3.54K,0.5
29522,bossmusicproductions,1.9K,215.7K,1.89K,3.5
29523,thebikekingz,3.6K,215.7K,3.57K,0.6
29524,omysahome,1.1K,215.6K,1.15K,1.4
29525,tataharrier,1.5K,215.6K,1.49K,0.8
29526,annibalesiconolfi,764,215.6K,764,4.6
29527,brokenmillionaire,811,215.6K,811,1.6
29528,acoolakids,3.5K,215.6K,3.53K,0.8
29529,chakrazulucrystals,1.8K,215.6K,1.83K,1.4
29530,chechoarevalop,1.3K,215.6K,1.33K,0.6
29531,jogjajateng,5.9K,215.6K,5.87K,1.1
29532,sophie__church,338,215.6K,338,0
29533,gohermumtazofficial,556,215.6K,556,1.5
29534,koransindo,5.2K,215.6K,5.20K,0
29535,elliejarrett2,1.2K,215.6K,1.19K,7.5
29536,kartunmuslimahsoleha,2.3K,215.6K,2.26K,1.5
29537,pavonitalia,1.9K,215.6K,1.89K,0.4
29538,motionmate,4.1K,215.5K,4.15K,0.5
29539,mae__ses,1.4K,215.5K,1.40K,1.3
29540,latifahladiva,5,215.5K,5,1.6
29541,exaviertv,520,215.5K,520,8.3
29542,denisesoongeelyn,613,215.5K,613,8.4
29543,gyani.media,4.6K,215.5K,4.58K,1.4
29544,viplove_master,1.9K,215.5K,1.91K,6
29545,alpinaautomobiles,718,215.5K,718,4.1
29546,donnavisca,1.5K,215.5K,1.49K,3.9
29547,dluxomodas_,12.4K,215.5K,1,0
29548,mvideo_ru,1.2K,215.5K,1.16K,0.1
29549,diandragautama,491,215.5K,491,3.2
29550,drum_magazine,2K,215.5K,1.97K,0.4
29551,bmbywear,492,215.5K,492,2.6
29552,anitajoyo,2.7K,215.5K,2.70K,0.3
29553,mehdi_kord,472,215.4K,472,7
29554,mehdimozayine,238,215.4K,238,3.2
29555,jli_kurdi_dana,1K,215.4K,1K,0.4
29556,minal_beauty,4K,215.4K,3.98K,0.6
29557,roxaneee_b,1.1K,215.4K,1.12K,0.6
29558,hannahwitton,2.5K,215.4K,2.52K,4.2
29559,fucckchodii,4.4K,215.3K,1,0
29560,justine__va,1.8K,215.3K,1.83K,2.2
29561,thefoodiehat,2.1K,215.3K,2.13K,2.9
29562,artifashion_butik,2K,215.3K,1.99K,0
29563,diocrowe,1K,215.3K,0.96K,3.6
29564,kaambhaari,499,215.3K,499,10.2
29565,shakti.saudedamulher,3.8K,215.3K,3.76K,1.8
29566,tafaayiti,186,215.3K,186,3.1
29567,4bangersproduction,4K,215.3K,3.99K,1.9
29568,andrewmatarazzo,500,215.3K,500,5.9
29569,estilo_salud01,3.8K,215.3K,3.79K,6.4
29570,rickyperdana06,1.5K,215.3K,1.51K,0.7
29571,octopussblack,560,215.3K,560,0.7
29572,thearunsharma,1.2K,215.3K,1.21K,1.6
29573,jilla.tequila,666,215.3K,666,7.5
29574,kashmir_update,17.2K,215.3K,17.18K,2.6
29575,thisisyolandarenteria,0.9K,215.3K,0.94K,2.7
29576,shaffafsp,1K,215.3K,1.01K,1.4
29577,bridal_vogue,3.2K,215.3K,3.24K,0.8
29578,pooja_sharma0707,78,215.2K,78,0.3
29579,potiers_home,1.1K,215.2K,1.15K,0.3
29580,umniah,2.6K,215.2K,2.61K,0.1
29581,izumana19890629,537,215.2K,537,5.9
29582,revistapaulachile,7.1K,215.2K,7.10K,0.3
29583,theessdee,1.1K,215.2K,1.13K,16.9
29584,demiplaras,352,215.2K,352,2.3
29585,sourkrauts,4.8K,215.2K,4.81K,1.8
29586,lataviusmurray,117,215.2K,117,2.6
29587,angiebeyince,660,215.1K,660,5.3
29588,zebakhan_khan_,2.2K,215.1K,2.24K,0.3
29589,shivani_rathod_3,83,215.1K,83,0.6
29590,preet.kaur1100,826,215.1K,826,0.5
29591,official_meenu_raj,1.2K,1.3M,1.21K,0.8
29592,zarcort_oficial,382,1.3M,382,3.7
29593,finnharries,0.9K,1.3M,0.93K,1.9
29594,davilucca,265,1.3M,265,6
29595,thinzarwintkyaw,2.5K,1.3M,2.47K,0.8
29596,bujubanton,672,1.3M,672,1.8
29597,brucebufferufc,2.5K,1.3M,2.48K,0.6
29598,jaycritch,264,1.3M,264,4.6
29599,wellahair,9.4K,1.3M,9.42K,0.1
29600,yute_v,3.9K,1.3M,3.89K,1.3
29601,sevillafc,4.5K,1.3M,4.53K,0.7
29602,196sonhos,0.9K,1.3M,0.93K,1.1
29603,dcoulier,866,1.3M,866,1.2
29604,nadiaa_zerlinda,514,1.3M,514,0.8
29605,anamariasimon,4.2K,1.3M,4.19K,0.8
29606,blacksherif_,45,1.3M,45,7.4
29607,pranavi_manukonda,468,1.3M,468,5.1
29608,stormibree,2.3K,1.3M,2.29K,2.7
29609,cleanbandit,2.8K,1.3M,2.81K,1.2
29610,ziggymarley,2.8K,1.3M,2.82K,1.1
29611,vincentraditya,1.7K,1.3M,1.67K,2.4
29612,marimarvega,1.7K,1.3M,1.71K,2.9
29613,gatorade,510,1.3M,510,0.4
29614,crush,12K,1.3M,11.99K,1.2
29615,monaa_aashish99,1.7K,58K,1.70K,0.9
29616,iamderonjordan_,4.8K,58K,4.79K,2.1
29617,yes.money,1.2K,58K,1.19K,0.4
29618,ashika_ranganath_fansclub,1.5K,58K,1.54K,3.7
29619,jaissivia,330,58K,330,0.6
29620,miss_ruma7,220,58K,220,1.3
29621,djenarmaesaayu,2.8K,58K,2.78K,0.7
29622,gabrielegoffredoofficial,95,58K,95,4
29623,cliniqueph,2K,58K,2K,0.1
29624,mollyhammar,2.5K,58K,2.47K,6.3
29625,eagleindustries,614,58K,614,1.9
29626,jennyg2bfit,11.1K,58K,11.14K,0.4
29627,annyybeatrizz__,46,58K,46,10.1
29628,kelly__ing,878,58K,878,1
29629,obrolan_story,227,58K,227,0.2
29630,purelamo_lifestyle,744,58K,1,0.4
29631,dezerttrucks,1.1K,58K,1.06K,2.7
29632,ricacomunidad,2.2K,58K,2.22K,0.3
29633,canal6honduras,1.8K,58K,1.82K,0.5
29634,destination_srilanka,2.1K,58K,2.09K,3.9
29635,real_economist,648,58K,648,10.4
29636,lakantoperu,411,58K,411,0.8
29637,blood_wizard,4.1K,58K,4.08K,2.1
29638,_aayushibhatnagar,464,58K,464,1.6
29639,dermacol_es,1.6K,58K,1.58K,0.3
29640,adrianionutb,118,58K,118,5.5
29641,sachinchoudhary5800,51,58K,51,1.7
29642,dariia.matveeva,1.3K,58K,1.34K,1.1
29643,allan,45,58K,45,2.5
29644,turismostarosa,5.2K,58K,5.22K,1.9
29645,prometheusdesignwerx,3.2K,58K,3.22K,0.7
29646,foodescape_id,2.6K,58K,2.64K,0.7
29647,one.piece_crew,2.4K,58K,2.42K,5.1
29648,oscarldj,797,58K,797,2.5
29649,milk_shakerd,2.2K,58K,2.24K,0.2
29650,fk8club_,1.9K,58K,1.87K,3
29651,ericolsendesign,232,57.9K,232,5.6
29652,vankoke,3K,57.9K,2.97K,0.1
29653,topperbrasil,616,57.9K,616,1.8
29654,abrahamandthakore,1.4K,57.9K,1.41K,0.1
29655,liyaavuitton,74,57.9K,74,2.2
29656,skyjacker,3.5K,57.9K,3.52K,0.4
29657,makeupbysameera_,1.1K,57.9K,1.12K,9
29658,bestofclassical,753,57.9K,753,4.1
29659,palomablancabridal,3.6K,57.9K,3.58K,0.2
29660,jumpy_shrimp,686,57.9K,686,0.5
29661,mhi_tv3,2.5K,57.9K,2.54K,0.1
29662,samashmusic,2.5K,57.9K,2.54K,0.6
29663,stassiesasi,2.5K,57.9K,2.51K,1.2
29664,womens.bazzar,10.2K,57.9K,10.19K,0.2
29665,adventuresbydisney,345,57.9K,345,1.6
29666,monikitamks,1.9K,57.9K,1.94K,2
29667,morrisonhotelgallery,2.3K,57.9K,2.34K,3.2
29668,hairmony_gh,1.8K,57.9K,1.81K,0.6
29669,cambellkenneford,215,57.9K,215,6.8
29670,esserpent_officiel,131,57.9K,131,9.2
29671,teber,898,57.9K,898,0.6
29672,usvirginislands,253,57.9K,253,5.3
29673,keytattoo,3.5K,57.9K,1,0.2
29674,motivator4success,1.2K,57.9K,1.17K,0.2
29675,missoph22,3.4K,57.9K,3.42K,2.4
29676,sannaansaldo,2.7K,57.9K,2.68K,2.5
29677,fitbitin,1.1K,57.9K,1.06K,0.2
29678,bullet_vs_splendor_loverss,5K,57.9K,5.04K,5.2
29679,rymghezali_fanpage,896,57.9K,896,1
29680,_hairbylaurie,259,57.9K,259,6.2
29681,healthybarkw,1.2K,57.9K,1.20K,0
29682,chaisutta_,4K,57.9K,4.04K,1.2
29683,billyblue305,205,57.9K,205,1.4
29684,minimal_phototrip,4.1K,57.9K,4.11K,1.1
29685,balkanparadiseorchestra,539,57.9K,539,1.6
29686,abba_sadau,345,57.9K,345,4.2
29687,jasminnemajid,1.1K,57.9K,1.11K,7.2
29688,wwf_tigers,313,57.9K,313,1.9
29689,emandeleonmakeup,2.5K,57.9K,2.54K,0.2
29690,dream.salty,690,57.9K,690,4.9
29691,novakfanclub,9.2K,57.9K,9.24K,3.5
29692,armandomanzaoficial,52,57.9K,52,19.1
29693,neetas_makeup,848,57.9K,1,0.1
29694,sahilshergillofficial,1.2K,57.9K,1.21K,1
29695,zaynnnn.______,546,57.9K,546,2.3
29696,kashmir_lovers_,1.3K,57.9K,1.27K,1.9
29697,cabinettweb,2.6K,57.9K,2.56K,0.2
29698,wonderfulluxury_,1.3K,57.9K,1.27K,0.1
29699,soulminimalist,1.5K,57.9K,1.48K,2.3
29700,thebeauty.center,5.3K,57.9K,5.32K,0.1
29701,magalinascimento1,1.4K,57.9K,1.42K,5
29702,annso_what,268,57.9K,268,2.2
29703,importfest,4K,57.9K,3.99K,0.9
29704,the_greek_savage,148,57.9K,148,3.5
29705,parmgill18,1.6K,57.9K,1.59K,0.3
29706,adryelson98,46,57.9K,46,11.1
29707,keevotv,4.3K,57.9K,4.33K,2.2
29708,jujudariva,401,57.9K,401,0.6
29709,maxim_indo,377,57.9K,377,1.6
29710,bigblanketco,261,57.9K,261,0.6
29711,muhadkly,771,57.9K,771,2.5
29712,kidimbwibeach,1.6K,57.9K,1.64K,0.7
29713,alishaica,341,57.9K,1,0
29714,prajvalprince,445,57.9K,445,4.1
29715,francesconappoph,105,6.3M,105,1.2
29716,ibtissamtiskatofficial,1.1K,6.3M,1.10K,0.9
29717,aracelyarambula,5.4K,6.3M,5.36K,0.2
29718,iplt20,5.6K,6.3M,5.64K,1
29719,themermaidscales,2.2K,6.3M,2.22K,4.1
29720,cookistwow,6.5K,5.2M,6.50K,0.2
29721,dogsofinstagram,7.5K,5.2M,7.46K,0.4
29722,iamraailaxmi,4.5K,5.2M,4.52K,1.1
29723,oscar_emboaba,645,5.2M,645,0.6
29724,harleydavidson,4.2K,5.2M,4.16K,0.5
29725,k1ngkyrg1os,1.1K,3.3M,1.07K,1.8
29726,ella,245,3.3M,245,4.4
29727,noticias24hrs,53.8K,3.3M,53.84K,0.1
29728,rodrygogoes,312,3.3M,312,5.6
29729,leslieshaw,335,3.3M,335,2.1
29730,putrasiregarr17,628,3.3M,628,6.7
29731,softsparkling,231,3.3M,231,3.8
29732,ig_italia,16.7K,3.3M,16.66K,1.1
29733,diarrasyllalofficiel,176,3.3M,176,4.1
29734,maevaa.ghennam,424,3.3M,424,6
29735,tissabiani,1.2K,3.3M,1.22K,1.2
29736,ariirhamm,54,3.3M,54,3.6
29737,jonas.mbt,3.2K,3.3M,3.24K,2.1
29738,edermilitao,325,3.3M,325,3
29739,lanarose786,1.4K,3.3M,1.42K,9.5
29740,johnnyknoxville,1.2K,3.3M,1.16K,3.5
29741,actor_jayasurya,1.2K,1.9M,1.16K,5.6
29742,hugo_official,2.4K,1.9M,2.41K,0.3
29743,petjordan,694,1.9M,694,2.8
29744,chandraliow,2.3K,1.9M,2.27K,3.5
29745,ivankovic_branko,556,1.9M,1,5.4
29746,mrmacaroni1,307,1.9M,307,4.9
29747,mistyonpointe,3.7K,1.9M,3.71K,1.9
29748,monalisacode,226,1.9M,226,0.5
